region,cape_j_kg,lifted_index,precipitable_water_mm,wind_shear_0_6km_kts,rh_850hpa_pct,temp_anomaly_c,radar_reflectivity_dbz,rain_rate_mm_hr,rainfall_3h_accum_mm,cloud_top_temp_c,pressure_trend_3h_hpa,wind_gust_kmh,surface_temp_c,layer1_synoptic_instability,layer2_mesoscale_trigger,composite_risk_score,hazard_type
South (Chennai / Bengaluru / Hyderabad / Kochi),1164.9,3.96,31.1,28.2,84.7,3.1,14.8,6.7,13.5,-12.5,-1.97,10.0,49.3,35.1,18.1,23.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),646.1,3.78,58.3,5.5,78.8,1.05,32.7,5.3,9.3,3.0,-0.64,20.7,34.2,30.2,19.0,22.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1430.8,5.71,58.1,20.9,29.6,6.09,10.0,7.0,13.3,-39.7,-2.09,18.1,29.8,38.0,20.8,25.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2231.6,1.22,56.6,28.9,47.3,1.48,65.4,31.8,69.1,-83.1,0.39,15.2,32.3,48.9,69.0,63.0,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),3253.3,0.57,46.1,9.0,79.4,1.89,52.3,27.5,42.1,-84.7,-1.84,10.0,27.4,61.2,55.5,57.2,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),831.1,3.03,42.1,12.3,85.3,2.71,19.3,0.2,0.3,8.1,0.66,26.2,43.1,33.8,14.1,20.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1162.1,4.54,57.7,24.3,63.8,-0.98,6.1,1.0,1.3,-12.8,2.02,41.8,18.6,37.4,9.4,17.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1726.9,1.69,55.1,36.3,81.8,1.4,32.8,2.5,4.3,-8.1,0.2,62.9,26.2,53.9,29.0,36.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),991.3,2.35,29.5,55.1,61.4,-1.63,37.8,6.4,8.4,-43.9,0.92,45.9,30.7,35.0,31.6,32.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),447.8,3.83,46.4,42.9,91.8,-2.4,42.8,4.2,5.6,-1.8,-1.95,97.5,20.0,37.5,38.6,38.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1166.2,2.65,51.2,37.9,62.0,2.9,19.5,3.9,9.4,14.4,1.28,85.4,23.9,46.8,18.5,27.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),497.4,5.14,32.6,27.4,68.0,-1.37,15.5,9.0,18.3,3.5,-2.96,22.1,20.0,28.4,18.5,21.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2351.0,4.75,54.6,11.9,70.2,0.9,29.7,3.7,9.3,-65.9,-0.79,55.4,36.9,48.6,37.8,41.0,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1048.5,7.19,52.0,32.9,97.2,4.09,24.7,1.3,2.2,-17.4,0.47,36.0,33.0,36.9,20.0,25.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1246.8,3.12,36.2,17.9,75.4,-3.48,17.0,2.7,4.6,-15.1,-0.82,28.4,29.7,36.6,17.9,23.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),744.5,5.66,23.0,9.9,82.3,1.93,16.8,5.0,12.0,18.0,-0.03,12.4,29.5,24.9,10.9,15.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1279.7,1.94,50.2,21.3,63.2,0.45,24.3,7.1,14.3,12.2,-2.54,21.1,24.4,38.7,20.9,26.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2787.7,-2.1,69.5,43.6,79.1,0.35,58.6,43.1,85.8,-50.8,1.19,75.7,28.6,71.6,67.1,68.5,CLOUDBURST_FLASHFLOOD
Northeast (Guwahati / Tawang / Shillong),2510.2,1.02,45.6,9.0,71.1,0.63,50.6,18.9,37.5,-66.4,-2.72,44.0,27.1,50.5,57.4,55.3,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),562.3,5.53,51.0,65.0,63.9,0.54,38.5,18.3,42.7,6.0,-2.78,42.3,30.6,35.3,36.7,36.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),74.6,6.79,25.7,17.6,75.2,1.65,22.0,0.3,0.5,-18.9,1.59,32.5,21.1,17.5,14.5,15.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1172.4,4.95,41.3,10.7,63.1,-1.81,37.4,5.2,7.7,-6.9,2.24,26.4,21.4,30.5,25.0,26.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1053.5,3.5,40.4,15.9,79.8,1.6,21.7,10.5,22.9,-8.6,0.2,41.7,27.2,31.7,21.9,24.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1008.6,4.07,29.6,57.5,85.3,-1.98,33.2,2.8,5.4,11.4,-0.99,53.1,6.5,42.8,27.0,31.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),870.7,5.24,48.2,14.3,75.8,5.13,14.9,1.9,2.6,-34.0,-2.73,12.0,33.1,28.2,21.8,23.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),551.8,6.33,47.6,10.3,76.5,0.27,28.7,3.2,5.3,-7.3,-2.66,45.6,27.0,25.4,27.7,27.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),4556.5,-4.2,37.9,33.7,51.4,0.89,38.7,9.5,21.6,-64.8,-1.32,24.0,32.7,76.4,40.3,51.1,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),3745.1,-1.24,41.8,36.0,87.8,4.4,55.5,138.9,240.0,-65.8,-1.32,83.6,31.9,76.9,74.3,75.1,CLOUDBURST_FLASHFLOOD
Central (Nagpur / Bhopal / Raipur),978.2,4.82,70.7,5.0,69.6,-1.2,42.0,3.7,6.8,-4.9,-5.23,10.0,33.7,36.5,34.8,35.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1417.5,3.34,33.3,41.6,65.1,0.48,8.0,10.7,23.6,-28.4,0.4,58.9,36.6,41.7,20.0,26.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2376.9,0.5,26.2,22.1,56.7,-2.6,49.0,46.4,58.8,-47.2,-4.11,30.2,20.3,46.4,53.5,51.4,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1414.4,3.17,25.8,18.5,91.7,-1.63,18.6,1.9,3.6,-20.9,-3.35,10.0,41.3,39.3,19.6,25.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),922.9,4.79,45.5,14.2,85.6,-2.63,32.5,1.1,2.1,5.3,-1.56,15.2,19.5,32.5,19.2,23.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),454.7,4.18,12.0,13.3,48.2,2.26,28.7,4.0,10.3,-4.8,0.12,10.0,26.4,15.9,21.9,20.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1310.8,1.94,34.9,24.1,90.6,1.75,20.2,5.7,14.9,-0.7,-0.18,22.0,39.5,34.6,18.1,23.1,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),503.7,7.46,28.4,11.8,41.4,-0.46,14.3,4.4,8.2,-12.7,-0.49,14.4,17.8,15.8,17.2,16.7,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2672.9,0.88,41.2,40.9,31.7,-0.61,50.4,140.0,199.6,-65.0,-2.7,36.7,36.2,55.1,73.0,67.6,CLOUDBURST_FLASHFLOOD
Northeast (Guwahati / Tawang / Shillong),1271.7,4.58,41.3,65.0,27.9,2.64,18.7,0.4,0.7,-16.8,-0.52,48.0,32.2,41.5,19.9,26.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1816.3,2.62,46.8,19.7,77.8,0.49,28.0,3.6,7.8,-17.0,2.23,13.6,31.7,46.7,22.9,30.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1031.4,5.2,50.6,60.4,94.1,-1.41,24.9,0.0,0.1,-43.2,-0.39,59.4,27.6,48.0,25.0,31.9,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2178.6,1.74,58.0,24.4,80.3,2.86,15.2,0.2,0.2,-44.8,0.96,10.0,36.7,55.8,17.4,28.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),818.1,5.07,37.0,20.0,63.1,0.19,10.5,1.2,2.6,-0.1,-4.87,38.1,19.6,26.8,14.3,18.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1574.5,1.52,32.7,28.3,69.5,1.99,19.5,0.5,1.3,-3.1,-0.16,15.8,30.8,45.6,12.2,22.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1004.6,1.87,53.9,24.2,70.0,0.66,23.1,1.0,1.5,-11.0,1.36,16.2,16.9,39.5,15.7,22.8,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1113.8,3.2,18.8,29.4,68.6,5.07,15.7,14.0,26.2,-15.0,0.61,22.2,32.2,37.5,15.9,22.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2357.8,-0.43,52.6,29.4,94.8,0.04,34.8,10.9,26.2,-52.0,0.53,29.8,27.8,55.6,35.4,41.4,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),740.1,1.98,44.0,15.2,91.3,-3.92,21.6,0.3,0.5,-19.9,-2.11,20.3,24.1,30.6,20.8,23.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1645.0,3.07,48.3,23.1,52.8,-0.0,34.8,0.4,0.5,5.7,0.0,38.4,25.5,39.0,23.2,28.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2867.7,-1.86,47.1,29.6,53.9,1.09,46.0,31.9,81.7,-62.1,1.77,28.0,24.6,60.4,57.0,58.0,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),2305.1,2.53,43.9,33.2,71.9,1.51,50.7,19.9,43.9,-52.6,-0.73,24.3,33.8,53.7,46.7,48.8,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),835.6,6.06,44.5,10.1,51.7,2.28,17.7,5.7,8.1,2.8,3.26,38.4,27.5,21.5,13.7,16.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1791.1,0.69,26.5,16.8,93.9,-0.78,38.1,4.7,8.6,12.4,-2.78,13.3,18.3,45.4,27.8,33.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),304.4,5.74,32.9,15.7,71.1,3.94,26.8,2.1,4.2,-3.0,0.29,21.2,38.7,22.8,17.2,18.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2407.1,3.42,66.9,7.1,97.3,2.62,51.3,50.8,126.3,-49.8,-0.89,23.7,31.5,55.7,65.6,62.6,CLOUDBURST_FLASHFLOOD
North (Delhi / Dehradun / Srinagar),4800.0,-4.17,51.4,23.5,20.6,0.79,54.3,40.8,65.6,-48.7,-3.72,17.7,30.5,79.6,57.7,64.3,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1585.2,3.56,56.8,25.0,80.5,-1.03,21.7,6.3,14.7,-1.4,-0.03,57.3,27.4,45.3,19.2,27.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2954.2,2.96,37.2,48.2,81.8,4.74,47.7,140.0,168.2,-63.2,-0.66,36.0,34.4,59.0,68.6,65.7,THUNDERSTORM_LIGHTNING
South (Chennai / Bengaluru / Hyderabad / Kochi),437.1,3.11,43.1,12.4,72.4,2.1,25.1,5.4,13.0,-16.7,-2.8,42.6,33.6,31.4,28.5,29.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),599.9,3.58,49.4,19.7,94.7,-0.58,20.8,1.1,2.5,2.1,-3.82,39.5,26.0,30.5,19.3,22.7,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1028.8,4.62,58.9,39.7,65.0,3.58,16.3,2.6,6.6,-19.0,0.01,64.0,29.6,44.3,17.1,25.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1165.5,6.28,39.9,29.5,66.2,0.98,12.4,5.1,9.0,-31.7,-0.38,15.2,27.8,32.4,17.7,22.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1591.7,1.96,48.7,57.5,44.5,3.82,45.2,39.1,100.0,5.6,-0.26,26.5,32.9,51.8,46.9,48.4,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),838.6,7.25,51.9,26.1,66.0,-1.35,9.1,1.0,2.3,-10.9,1.75,24.8,27.8,31.2,10.9,17.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1427.3,3.3,55.1,20.4,89.8,0.06,2.8,3.3,4.6,-27.6,0.01,17.7,14.3,41.3,9.7,19.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2354.9,-1.07,39.2,15.1,52.3,3.54,63.7,30.0,45.7,-55.0,-1.9,24.1,37.2,51.4,55.8,54.5,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1786.9,4.33,59.9,10.7,71.4,-0.97,16.1,4.5,10.4,-8.2,4.5,30.6,30.3,40.9,17.7,24.7,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1005.5,3.43,22.1,22.4,56.4,-0.06,20.7,3.1,5.7,-30.2,3.43,19.3,22.4,32.7,19.6,23.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2071.4,2.4,26.2,16.4,91.3,-5.0,8.9,4.8,10.9,-73.0,-0.82,20.0,16.1,42.2,25.0,30.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),975.4,2.06,48.7,21.4,79.3,1.41,28.5,3.3,6.1,-15.5,-0.08,10.0,29.2,36.5,19.7,24.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1376.1,2.34,48.4,49.3,60.8,3.04,27.1,1.4,2.8,-50.8,-4.98,21.1,20.7,52.0,33.4,39.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2281.0,-0.36,38.7,26.1,77.6,-1.53,44.8,2.1,3.5,-55.8,1.07,61.1,22.2,51.8,42.8,45.5,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),1144.6,1.79,35.8,6.2,83.0,1.48,30.1,7.1,13.3,14.7,-1.06,32.8,30.8,40.1,21.6,27.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),497.8,5.12,36.0,10.1,84.5,-0.69,20.8,3.6,8.5,-12.4,0.34,60.4,18.3,28.2,24.2,25.4,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1350.8,3.98,29.4,19.7,93.2,-2.82,6.3,2.2,4.2,-10.5,-3.27,12.4,29.5,40.3,15.0,22.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2293.4,0.76,41.4,16.1,70.5,-0.22,44.4,0.5,1.0,-61.0,0.78,10.0,23.0,52.7,39.6,43.5,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),2423.5,-0.57,20.2,45.4,85.9,-0.76,39.4,0.5,0.7,-58.8,-4.39,41.7,24.6,57.4,43.2,47.4,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),580.7,3.31,57.8,20.3,67.7,0.78,11.9,0.7,1.4,-5.3,-6.12,53.0,36.7,31.6,23.3,25.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2020.0,2.41,47.3,14.5,73.4,-0.17,38.2,10.4,14.0,-51.0,2.88,97.6,34.2,47.1,42.8,44.1,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),1098.2,3.94,60.1,39.9,81.6,3.44,39.3,12.6,25.9,-48.6,-4.85,43.2,41.0,44.8,44.7,44.8,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),3073.4,0.32,44.3,21.2,85.6,-0.73,17.2,5.3,10.4,-73.6,-4.05,57.5,24.8,64.6,36.3,44.8,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),506.4,6.86,41.5,5.0,69.4,0.22,32.9,0.2,0.4,-17.9,-2.65,12.3,25.0,23.2,29.0,27.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1996.3,2.7,43.8,17.7,66.6,1.03,26.9,3.7,8.7,14.9,-0.96,30.4,30.3,46.0,18.5,26.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1017.2,4.46,32.2,28.6,54.5,0.39,17.6,3.9,7.9,-26.8,-5.34,33.4,30.6,31.2,25.6,27.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),848.2,7.15,24.6,14.9,61.7,-0.68,25.0,16.7,26.0,-18.8,-3.72,30.2,47.8,18.1,31.5,27.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2344.0,0.98,28.2,29.9,69.1,0.61,53.7,35.8,68.6,-65.2,-3.25,22.9,34.8,52.4,61.4,58.7,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),2571.9,3.72,36.0,36.9,79.4,1.65,36.7,5.1,11.9,-52.3,-1.39,24.7,34.4,53.6,37.9,42.6,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),227.1,7.25,29.6,31.3,84.3,2.48,28.7,20.2,48.6,-30.6,3.26,48.1,20.1,24.1,35.8,32.3,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2369.8,0.9,60.9,22.7,77.7,-4.16,43.2,11.2,18.3,-73.5,0.72,13.2,38.9,54.4,43.8,47.0,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),1240.5,4.48,32.1,22.6,89.5,1.61,34.0,1.8,2.3,-10.6,-0.45,13.8,26.1,35.7,23.2,26.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1325.6,3.09,47.5,14.3,88.4,-0.98,12.4,0.6,0.9,-29.9,-2.29,24.6,23.3,36.4,12.9,20.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),483.8,3.31,50.2,12.6,82.6,3.05,33.7,0.3,0.8,18.0,-1.06,44.9,32.9,27.9,23.5,24.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1914.1,2.16,59.3,28.8,79.7,2.55,31.3,0.2,0.5,-17.7,-1.03,10.0,29.3,51.7,18.9,28.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),4623.6,-5.01,51.5,15.8,60.9,2.54,59.6,33.5,85.3,-58.3,0.29,50.7,34.1,83.0,65.2,70.5,CLOUDBURST_FLASHFLOOD
North (Delhi / Dehradun / Srinagar),886.6,4.51,39.6,13.1,34.9,-0.78,22.5,15.6,19.6,-25.7,-0.02,10.0,35.8,21.2,20.6,20.8,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2721.9,1.52,65.9,18.6,87.5,-2.56,51.1,15.8,26.7,-78.5,-0.97,84.3,18.9,57.0,60.2,59.2,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),1293.2,3.15,24.6,19.4,76.3,3.3,32.1,0.5,0.9,-5.8,0.67,11.1,38.0,33.2,17.4,22.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),912.4,4.45,28.8,24.1,83.1,3.07,32.8,0.3,0.6,-26.3,-0.29,30.7,27.0,31.8,26.8,28.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),408.9,5.44,45.1,9.2,71.0,-3.91,21.7,4.4,6.8,-30.4,-3.98,22.9,32.1,21.4,27.2,25.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2957.7,1.1,43.2,18.6,66.5,3.53,46.8,100.4,184.9,-70.8,-3.1,17.6,42.3,59.5,70.0,66.8,THUNDERSTORM_LIGHTNING
North (Delhi / Dehradun / Srinagar),1400.6,3.31,53.4,16.4,32.7,1.28,29.1,5.7,12.2,-20.6,-2.27,24.0,38.9,37.5,23.2,27.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),946.5,3.73,44.2,29.8,61.4,0.79,22.9,0.0,0.1,8.4,1.92,74.4,33.1,40.0,16.7,23.7,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1061.4,4.84,47.2,32.3,89.4,-1.31,16.4,2.3,5.3,-11.8,1.44,17.3,45.3,41.8,16.0,23.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2010.6,2.17,55.9,21.3,61.8,2.73,24.8,5.1,7.6,-64.6,-0.72,13.4,29.9,47.9,29.4,35.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),945.4,1.55,44.0,25.6,20.0,-0.51,33.5,6.7,17.1,-20.3,-0.2,10.0,25.3,34.5,30.2,31.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),641.7,4.3,51.5,19.6,93.2,-0.52,14.5,4.7,10.9,11.0,-1.14,10.0,29.8,34.1,11.1,18.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1202.2,2.98,31.4,39.3,44.6,-4.2,36.7,1.6,2.6,-18.8,-0.08,65.7,17.9,35.9,29.3,31.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1177.2,3.82,32.3,38.8,65.8,-1.14,15.9,1.3,2.6,-31.8,0.91,141.6,26.3,34.9,24.9,27.9,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1159.6,3.73,54.3,12.4,50.4,-1.68,44.0,7.1,12.3,-19.4,0.2,37.5,18.0,36.0,35.1,35.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),954.4,1.75,43.7,7.6,41.5,-4.07,32.8,3.1,8.1,-12.7,-1.93,13.7,19.2,30.6,24.4,26.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2779.1,-1.35,44.4,31.2,54.6,3.93,43.7,1.2,2.2,-57.1,-1.06,35.4,46.0,56.0,41.1,45.6,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),4800.0,-4.74,32.3,9.0,41.5,0.23,40.5,8.1,17.4,-39.7,-0.01,10.0,19.5,76.4,37.5,49.2,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),581.9,4.91,36.3,40.9,70.0,-2.64,18.0,6.8,14.2,-20.4,-2.16,17.7,23.7,33.1,23.2,26.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),193.1,6.9,46.0,9.1,56.6,-1.62,20.6,2.7,4.4,-3.2,0.16,39.1,22.7,17.7,18.2,18.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1103.1,1.87,37.8,32.3,50.9,-0.78,20.4,6.7,11.6,-24.5,0.86,23.6,27.8,39.8,18.3,24.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),217.7,4.76,29.9,20.4,58.8,-0.81,16.6,0.4,0.8,-24.4,-0.45,12.7,26.9,21.0,16.7,18.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),374.6,5.19,30.1,58.3,66.9,2.26,24.4,9.5,14.7,0.6,1.81,58.1,34.4,30.9,21.3,24.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),897.8,3.09,33.1,41.4,86.9,-0.09,23.0,15.2,22.5,-1.5,0.37,63.5,27.0,33.9,22.5,25.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2001.6,2.1,37.3,7.6,70.2,0.72,15.3,0.0,0.1,-55.6,0.98,18.4,33.4,45.2,16.7,25.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1094.4,4.58,38.1,10.6,92.1,-0.08,35.6,8.1,12.9,-23.5,-2.03,20.6,22.4,30.4,26.4,27.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),142.7,4.81,64.0,28.9,58.9,3.06,36.4,5.6,9.4,-42.6,2.21,20.2,34.9,24.7,28.9,27.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1084.5,4.22,54.9,36.6,59.8,3.53,24.2,7.7,18.2,-11.4,0.8,91.4,40.5,34.4,24.8,27.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1141.0,3.58,46.2,8.7,64.8,0.21,34.4,1.4,3.2,-21.4,-0.77,62.8,22.3,28.7,33.1,31.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1154.2,2.31,68.1,33.1,62.7,-1.58,31.1,12.4,17.6,17.9,0.51,30.3,27.0,45.5,23.7,30.2,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2531.5,0.77,40.4,23.1,35.2,0.26,40.7,7.2,10.2,-70.0,-0.38,19.5,33.5,53.0,38.3,42.7,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),2276.3,2.0,48.7,25.9,88.8,-5.0,61.4,28.2,40.5,-52.2,1.42,10.7,36.2,52.6,54.0,53.5,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),1364.9,4.97,46.6,11.8,82.2,1.19,14.3,6.2,12.4,-31.8,-0.68,39.7,36.1,31.9,22.1,25.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),4095.9,-0.22,48.6,50.8,71.2,-2.49,52.4,30.4,71.6,-81.8,-1.18,37.9,28.9,77.9,61.0,66.1,THUNDERSTORM_LIGHTNING
South (Chennai / Bengaluru / Hyderabad / Kochi),896.0,3.53,31.5,25.2,54.6,0.01,30.7,1.6,3.6,-14.2,-1.35,32.9,29.3,32.1,25.2,27.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1191.4,2.86,37.7,16.5,77.0,1.54,29.6,0.6,1.1,-24.5,1.14,35.9,37.6,36.3,23.7,27.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1278.6,3.49,30.6,17.7,80.9,-0.75,29.0,10.5,21.2,-22.1,0.43,19.0,17.4,34.3,25.5,28.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),405.0,4.54,47.7,16.9,79.4,-0.46,25.6,1.1,2.3,-51.2,4.13,27.3,30.0,25.1,25.0,25.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1296.6,4.86,42.0,24.7,59.8,1.07,5.2,2.9,3.5,6.7,-0.52,37.2,28.2,35.5,6.3,15.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),340.6,5.44,15.6,21.6,57.9,-0.73,7.5,3.0,7.1,-45.4,-3.69,17.6,37.5,16.1,21.0,19.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),796.9,4.47,49.2,7.8,69.1,2.53,28.1,0.1,0.3,-13.3,0.64,10.0,40.3,30.4,19.6,22.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1405.9,3.96,45.0,6.8,88.7,2.2,32.1,6.4,14.2,-3.5,-0.11,32.5,47.7,37.4,25.7,29.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),463.1,5.27,65.9,32.5,68.2,1.75,16.2,4.7,12.1,7.5,-0.08,26.7,18.1,28.3,14.5,18.7,NORMAL_STABLE
