state,slope_angle,elevation_m,soil_type,fault_dist_km,ndvi,road_cut_idx,rainfall_24h_mm,rainfall_72h_mm,soil_sat_pct,pwp_kpa,tilt_rate_deg_day,pga_seismic_g,layer1_susceptibility,layer2_dynamic_trigger,composite_risk_score,landslide_event
Arunachal Pradesh,34.57,2242.2,2,0.52,0.562,47.9,82.3,192.8,76.8,132.6,0.028,0.043,72.7,56.3,62.0,1
Manipur,20.51,129.5,2,1.05,0.431,81.1,280.0,735.3,99.0,177.7,0.019,0.008,70.2,94.3,85.8,1
Mizoram,38.37,2175.7,3,4.2,0.6,80.4,12.5,20.8,28.6,41.3,0.031,0.038,61.2,14.2,30.6,0
Arunachal Pradesh,36.44,3220.0,2,5.93,0.67,27.7,54.1,86.9,72.2,92.9,0.045,0.032,66.3,39.4,48.8,0
Arunachal Pradesh,27.72,3988.7,2,4.86,0.558,67.5,5.7,14.0,21.8,37.8,0.031,0.025,64.0,12.2,30.3,0
Mizoram,32.4,1860.5,1,2.9,0.56,64.3,137.9,384.2,99.0,150.0,0.05,0.007,42.2,80.2,66.9,1
Arunachal Pradesh,45.82,2040.9,1,0.24,0.705,85.6,84.4,203.0,85.0,139.8,0.197,0.015,60.2,59.5,59.7,0
Arunachal Pradesh,46.66,2069.7,3,14.37,0.78,86.9,0.4,0.5,22.6,32.0,0.03,0.001,60.9,8.9,27.1,0
Meghalaya,24.72,1414.1,2,0.83,0.568,26.8,29.5,48.9,33.8,42.9,0.003,0.001,61.8,22.3,36.1,0
Mizoram,36.89,1894.8,2,4.97,0.498,88.0,138.9,242.6,93.2,159.9,0.482,0.003,74.8,78.4,77.1,1
Mizoram,30.31,1909.1,1,10.98,0.587,92.5,52.8,105.3,53.4,79.5,0.027,0.013,39.3,39.1,39.2,0
Sikkim,50.47,3764.3,3,5.38,0.556,11.0,126.3,215.9,87.2,110.4,0.185,0.035,71.1,70.6,70.8,1
Mizoram,23.66,1183.6,2,1.11,0.805,57.4,8.6,12.7,17.3,22.7,0.01,0.02,66.8,7.5,28.2,0
Sikkim,43.77,2350.1,3,1.71,0.804,43.6,47.3,83.4,46.9,77.1,0.015,0.011,68.4,28.5,42.5,0
Sikkim,35.05,2065.7,2,0.14,0.749,40.2,46.1,87.3,59.2,102.2,0.058,0.012,73.6,38.9,51.0,0
Nagaland,27.9,1437.5,2,4.27,0.754,70.5,173.6,312.1,99.0,135.3,0.312,0.095,66.4,88.7,80.9,1
Mizoram,38.71,934.1,2,4.27,0.489,13.0,12.8,18.4,33.2,45.4,0.113,0.01,75.7,18.1,38.3,0
Manipur,26.77,930.3,1,5.82,0.625,82.0,0.7,2.0,18.5,23.3,0.009,0.008,38.2,3.1,15.4,0
Mizoram,18.37,1859.2,3,0.1,0.764,2.7,94.7,204.3,98.8,143.5,0.314,0.01,45.1,68.3,60.2,0
Meghalaya,38.85,1160.3,3,7.66,0.723,57.8,10.4,26.9,27.1,46.9,0.008,0.059,55.9,16.5,30.3,0
Arunachal Pradesh,37.42,3766.4,1,6.04,0.527,22.5,24.4,34.6,28.8,37.3,0.022,0.001,39.6,15.8,24.1,0
Sikkim,38.24,2710.1,1,0.68,0.764,66.7,28.4,71.6,45.9,76.5,0.007,0.02,53.9,28.7,37.5,0
Sikkim,27.46,3328.1,1,1.92,0.703,52.5,84.4,201.3,80.8,107.6,0.025,0.042,41.6,56.1,51.0,0
Sikkim,43.17,3585.0,3,4.58,0.795,100.0,33.1,91.6,60.8,80.4,0.058,0.015,71.5,35.5,48.1,0
Tripura,33.95,510.7,1,3.08,0.8,86.2,110.6,172.5,66.6,80.6,0.012,0.009,45.9,52.2,50.0,0
Sikkim,33.5,3914.0,2,0.55,0.625,33.7,14.2,32.8,43.7,70.0,0.244,0.009,67.2,19.8,36.4,0
Manipur,27.4,821.2,2,0.41,0.627,52.8,33.1,47.3,32.3,46.2,0.018,0.001,69.2,22.1,38.6,0
Mizoram,31.95,1374.7,2,6.84,0.798,31.8,16.6,31.6,33.1,59.1,0.051,0.015,59.7,17.7,32.4,0
Nagaland,28.56,1956.7,3,0.76,0.773,72.9,177.7,407.0,99.0,121.9,0.284,0.034,61.0,92.3,81.4,1
Meghalaya,22.11,1118.7,3,0.85,0.77,42.2,11.2,30.3,25.1,31.2,0.017,0.028,54.2,14.2,28.2,0
Meghalaya,41.74,1294.9,1,8.0,0.414,11.5,5.2,7.9,32.7,44.8,0.015,0.009,42.0,11.8,22.4,0
Meghalaya,32.78,1699.1,2,4.26,0.731,66.1,6.9,14.4,38.3,58.3,0.03,0.043,65.6,17.7,34.5,0
Arunachal Pradesh,34.23,3644.8,2,4.18,0.625,1.1,20.6,35.7,44.6,73.5,0.127,0.003,64.7,19.3,35.2,0
Nagaland,29.98,938.6,3,2.94,0.705,29.7,36.2,61.7,52.5,72.6,0.029,0.036,53.2,23.6,34.0,0
Sikkim,43.87,2435.5,2,3.79,0.498,90.7,158.6,374.8,99.0,138.6,2.02,0.041,78.2,94.8,89.0,1
Arunachal Pradesh,34.22,4127.2,1,4.14,0.455,9.4,37.2,53.5,61.5,100.4,0.027,0.032,39.5,31.6,34.3,0
Mizoram,25.52,1790.5,2,15.46,0.472,50.4,106.2,242.6,99.0,140.8,0.057,0.058,51.1,69.5,63.1,0
Arunachal Pradesh,37.03,1584.2,1,1.14,0.718,79.5,20.1,32.7,22.6,36.0,0.015,0.055,54.2,14.4,28.3,0
Assam,19.14,964.2,1,1.09,0.747,90.5,56.1,79.7,43.4,60.3,0.117,0.0,38.1,30.4,33.1,0
Assam,19.01,723.9,2,0.27,0.786,56.0,14.0,30.4,19.5,35.0,0.179,0.014,60.4,10.4,27.9,0
Manipur,17.41,402.7,3,4.83,0.53,15.3,51.5,80.2,58.6,102.6,0.053,0.003,41.6,37.0,38.6,0
Sikkim,48.82,2133.1,2,3.58,0.212,94.1,117.1,255.9,99.0,153.6,0.093,0.055,90.8,70.1,77.3,1
Arunachal Pradesh,61.63,3205.8,2,0.53,0.667,74.9,280.0,501.9,99.0,175.9,0.398,0.014,100.0,88.4,92.4,1
Assam,13.77,331.4,2,2.04,0.623,39.6,58.9,105.4,57.9,89.0,0.051,0.014,56.5,38.6,44.9,0
Meghalaya,17.46,1428.8,2,0.89,0.674,27.7,128.5,324.7,99.0,169.4,0.39,0.02,59.0,81.9,73.9,1
Assam,18.59,613.6,2,1.81,0.672,4.8,51.3,123.0,60.3,106.8,0.007,0.004,50.7,41.0,44.4,0
Assam,8.11,759.5,2,13.6,0.799,19.1,148.6,380.2,99.0,176.8,0.004,0.019,32.0,83.1,65.2,0
Manipur,11.0,717.3,1,5.17,0.689,77.8,102.7,205.0,98.3,175.3,0.955,0.009,29.1,65.3,52.6,1
Sikkim,33.64,3145.7,2,0.1,0.587,10.9,5.1,7.9,5.0,8.6,0.015,0.016,69.8,4.6,27.5,0
Sikkim,43.81,3080.0,2,1.31,0.687,12.9,28.9,71.4,52.1,74.8,0.049,0.049,77.0,29.6,46.2,0
Manipur,18.52,382.4,2,0.1,0.588,19.6,19.2,50.2,45.5,81.7,0.019,0.083,63.8,27.0,39.9,0
Sikkim,18.44,1883.0,3,5.65,0.596,39.5,1.2,2.7,19.3,32.2,0.033,0.003,47.0,8.8,22.2,0
Arunachal Pradesh,35.8,3344.3,2,2.85,0.803,18.9,28.3,48.4,30.0,51.3,0.002,0.011,64.1,21.6,36.5,0
Meghalaya,30.68,1725.0,1,23.04,0.351,90.4,100.3,248.2,87.3,146.7,0.008,0.004,39.5,66.9,57.3,1
Assam,18.97,627.3,2,5.95,0.696,25.8,90.6,132.4,58.1,89.7,0.156,0.029,47.3,48.5,48.1,1
Mizoram,39.69,2166.5,1,3.28,0.764,91.9,145.4,273.6,89.5,136.5,2.652,0.004,52.3,86.3,74.4,1
Meghalaya,38.35,916.3,3,7.35,0.572,98.5,11.9,23.2,26.3,38.1,0.091,0.007,62.0,14.8,31.3,0
Arunachal Pradesh,38.61,2015.8,2,5.49,0.703,75.5,123.2,229.7,99.0,126.2,0.777,0.019,75.2,71.0,72.5,1
Mizoram,46.4,1942.7,3,1.26,0.53,0.7,75.4,205.2,66.9,105.5,0.149,0.009,66.2,50.3,55.9,1
Tripura,11.37,989.4,2,3.4,0.738,24.0,140.7,361.0,99.0,137.9,1.259,0.012,47.4,88.8,74.3,1
Arunachal Pradesh,33.62,3663.2,3,3.65,0.524,26.7,247.7,530.7,99.0,130.2,0.271,0.001,57.7,86.0,76.1,1
Meghalaya,31.11,1646.1,3,2.7,0.473,54.3,58.6,158.7,85.0,115.4,0.154,0.013,58.3,50.3,53.1,1
Manipur,19.85,768.1,2,0.89,0.738,15.8,41.0,66.3,43.2,61.8,0.038,0.014,54.7,28.2,37.5,0
Nagaland,22.04,1878.6,3,1.14,0.67,7.7,3.0,4.7,5.0,6.0,0.041,0.032,52.8,0.0,18.5,0
Mizoram,18.41,2163.2,2,1.48,0.66,17.6,13.9,27.0,16.6,23.3,0.044,0.011,64.5,14.3,31.9,0
Mizoram,31.97,1728.7,3,0.1,0.684,32.7,55.8,155.6,57.6,91.1,0.004,0.006,63.0,42.7,49.8,0
Sikkim,24.48,3474.0,3,11.2,0.733,4.9,113.8,303.2,99.0,130.7,0.208,0.057,37.8,77.7,63.7,0
Sikkim,32.35,2153.9,3,5.21,0.506,19.5,17.7,30.3,38.1,50.6,0.098,0.01,53.4,14.7,28.3,0
Nagaland,32.82,1206.0,2,5.26,0.672,16.8,4.9,13.3,18.2,23.5,0.079,0.002,62.6,7.5,26.8,0
Nagaland,23.0,1680.5,3,3.82,0.795,77.2,3.3,7.5,27.6,37.1,0.064,0.034,56.0,11.5,27.1,0
Manipur,21.98,355.0,2,5.26,0.584,17.0,10.6,19.4,13.6,16.6,0.001,0.003,55.7,4.7,22.6,0
Manipur,15.12,100.2,2,18.04,0.688,79.2,81.0,206.0,82.3,147.0,0.155,0.013,49.8,57.7,54.9,0
Meghalaya,29.44,1889.7,2,2.19,0.829,50.8,48.9,127.2,59.1,73.4,0.0,0.041,63.3,35.8,45.4,0
Meghalaya,35.53,1652.0,3,5.61,0.72,75.8,18.8,26.3,28.8,47.1,0.009,0.032,59.5,14.8,30.4,0
Nagaland,31.42,1754.0,1,2.0,0.735,45.0,2.8,4.5,8.7,11.9,0.007,0.023,39.4,4.5,16.7,0
Mizoram,34.15,889.0,2,8.67,0.663,90.1,72.3,177.1,80.8,121.1,0.389,0.016,64.8,57.7,60.2,0
Mizoram,35.08,1554.6,2,8.78,0.556,27.7,26.9,60.7,21.7,30.3,0.009,0.035,61.0,19.2,33.8,0
Nagaland,31.31,1203.0,2,10.46,0.52,76.7,7.5,13.2,11.6,20.7,0.048,0.001,64.8,9.5,28.9,0
Manipur,22.19,680.4,3,0.1,0.709,16.3,64.7,115.5,49.2,69.6,0.007,0.072,49.9,35.9,40.8,0
Sikkim,32.22,2509.6,3,1.59,0.71,88.3,69.9,108.8,64.1,94.2,0.058,0.0,66.4,39.2,48.7,0
Sikkim,42.18,2366.5,2,0.65,0.549,2.8,6.6,13.2,28.8,51.7,0.115,0.015,75.8,10.8,33.5,0
Arunachal Pradesh,36.05,2181.1,2,2.72,0.682,45.7,58.4,86.8,37.5,47.2,0.074,0.005,73.0,26.0,42.5,1
Meghalaya,41.12,944.4,2,3.08,0.722,42.1,32.3,76.2,46.6,64.2,0.017,0.043,70.8,29.2,43.7,1
Arunachal Pradesh,39.17,4046.2,2,1.33,0.535,62.4,147.6,257.4,99.0,141.7,0.068,0.048,78.1,80.4,79.6,1
Meghalaya,28.15,1796.8,2,5.78,0.548,44.1,69.7,183.6,98.6,144.9,0.79,0.006,63.8,60.4,61.6,0
Meghalaya,35.57,1338.9,1,1.41,0.653,58.9,39.6,60.7,45.2,80.1,0.055,0.061,51.2,30.9,38.0,0
Sikkim,49.5,4099.5,2,8.66,0.732,86.2,41.6,98.6,57.4,82.0,0.007,0.024,81.3,33.8,50.5,1
Mizoram,28.73,977.3,2,0.88,0.714,14.2,8.9,23.2,16.6,22.8,0.041,0.046,69.6,11.7,32.0,0
Arunachal Pradesh,32.66,2516.0,2,2.06,0.546,24.4,208.1,496.5,99.0,137.5,0.255,0.022,71.6,91.0,84.3,1
Arunachal Pradesh,15.75,2480.6,2,4.38,0.523,80.3,36.9,99.4,52.8,67.4,0.011,0.084,55.6,37.5,43.9,0
Nagaland,32.95,1410.7,2,4.18,0.664,22.8,38.4,71.4,38.2,49.1,0.01,0.007,61.3,18.9,33.8,0
Sikkim,35.23,2025.9,1,0.37,0.753,90.6,38.5,61.3,24.9,33.5,0.082,0.002,49.3,18.6,29.3,0
Arunachal Pradesh,42.3,2813.3,3,8.43,0.536,54.1,14.5,27.5,19.4,25.2,0.009,0.025,57.5,11.4,27.5,0
Meghalaya,35.69,1217.8,2,4.1,0.621,8.2,75.2,168.1,66.3,93.0,0.151,0.016,63.9,47.2,53.1,0
Nagaland,22.32,1130.4,1,9.18,0.439,2.1,89.2,243.1,99.0,127.1,0.425,0.035,26.2,67.0,52.8,1
Arunachal Pradesh,45.66,3472.4,2,9.1,0.757,76.3,15.3,27.7,24.4,37.6,0.111,0.013,67.6,12.5,31.8,1
Mizoram,26.64,1137.4,3,3.55,0.551,85.6,26.2,61.9,33.8,59.8,0.01,0.05,58.3,20.8,33.9,0
Arunachal Pradesh,34.08,4027.5,3,10.87,0.742,24.0,132.0,203.4,68.6,102.8,0.025,0.014,50.1,61.8,57.7,0
Arunachal Pradesh,18.85,3858.2,3,8.49,0.776,24.1,12.3,21.8,29.5,43.3,0.033,0.037,43.8,11.2,22.6,0
Meghalaya,34.35,1353.0,1,14.28,0.671,95.4,18.4,29.9,38.9,51.0,0.061,0.034,46.6,15.1,26.1,0
Meghalaya,24.31,1328.9,2,8.55,0.721,65.6,104.5,216.4,70.5,94.1,0.016,0.007,54.6,60.4,58.4,0
Mizoram,27.67,1243.4,3,7.75,0.455,16.8,202.8,549.8,99.0,155.7,0.067,0.019,50.3,93.5,78.4,1
Nagaland,23.73,1608.1,2,2.85,0.791,44.9,39.9,107.0,56.2,71.4,0.049,0.008,63.4,32.5,43.3,0
Tripura,25.98,159.3,3,1.07,0.796,91.0,132.0,263.7,99.0,129.3,0.144,0.016,62.1,76.6,71.6,1
Meghalaya,29.33,2111.7,2,10.87,0.671,62.1,183.9,478.2,99.0,153.6,0.34,0.023,56.6,93.6,80.6,1
Sikkim,27.21,2518.6,1,5.77,0.797,40.7,0.7,1.5,32.0,52.5,0.003,0.03,31.9,11.9,18.9,0
Nagaland,23.55,977.8,3,1.49,0.573,15.1,6.0,11.8,16.1,28.4,0.041,0.021,53.3,13.0,27.1,0
Sikkim,44.88,1658.0,2,1.88,0.357,72.6,12.8,33.8,42.9,56.0,0.012,0.067,83.3,18.0,40.9,0
Meghalaya,26.05,1043.6,1,5.21,0.645,27.6,16.3,23.5,20.2,32.9,0.027,0.009,30.0,13.9,19.5,0
Arunachal Pradesh,33.89,3554.1,2,2.92,0.412,56.6,160.9,423.6,99.0,133.2,0.249,0.011,71.8,87.8,82.2,1
Arunachal Pradesh,38.32,2524.5,3,0.38,0.606,60.0,132.2,339.5,99.0,128.3,0.268,0.016,69.8,82.1,77.8,1
Assam,18.11,555.9,1,0.69,0.645,55.5,7.1,11.9,5.0,8.5,0.022,0.019,32.3,5.5,14.9,0
Nagaland,19.19,1213.2,1,6.16,0.579,24.6,34.4,67.6,15.6,21.5,0.036,0.014,24.9,20.3,21.9,0
Mizoram,36.31,1826.8,2,1.79,0.493,70.8,5.2,13.5,33.0,46.2,0.103,0.007,74.9,9.9,32.6,0
Sikkim,35.93,1763.6,3,3.19,0.846,56.6,8.5,18.6,37.0,53.1,0.077,0.005,55.0,11.5,26.8,0
Arunachal Pradesh,40.51,3924.0,3,6.55,0.394,40.4,85.2,206.3,99.0,121.5,0.063,0.022,62.1,63.7,63.2,0
Arunachal Pradesh,43.89,2470.8,2,6.26,0.683,5.2,106.1,171.7,82.5,142.4,2.162,0.049,63.5,65.7,64.9,1
Sikkim,20.76,1839.7,2,0.82,0.485,33.1,20.5,42.3,38.5,68.7,0.026,0.041,65.6,24.1,38.6,0
Meghalaya,36.92,1084.2,2,0.47,0.499,35.2,111.4,235.6,93.3,123.4,1.509,0.018,71.0,70.3,70.5,1
Mizoram,49.49,1432.6,1,4.02,0.7,79.1,132.7,203.4,83.4,103.9,0.151,0.005,59.5,67.3,64.6,0
Mizoram,34.82,935.7,3,6.09,0.786,51.3,62.3,115.5,59.5,88.9,0.046,0.058,55.0,40.6,45.6,0
Sikkim,49.23,2979.7,1,0.73,0.768,93.2,182.7,443.4,99.0,157.9,1.681,0.011,66.0,93.6,83.9,1
Assam,25.75,666.2,2,2.09,0.693,75.1,4.5,7.4,23.9,35.8,0.05,0.002,67.4,6.3,27.7,0
Nagaland,36.64,1013.7,2,9.19,0.741,53.8,75.8,172.2,76.8,122.2,0.057,0.022,59.3,54.0,55.8,0
Meghalaya,38.98,834.2,1,12.99,0.656,16.9,13.1,19.7,27.5,48.7,0.058,0.051,35.9,14.5,22.0,0
Mizoram,40.27,1376.4,2,2.72,0.734,22.1,280.0,422.3,99.0,138.5,0.806,0.003,74.4,91.8,85.7,1
Sikkim,48.43,2083.6,2,0.37,0.686,16.0,207.6,492.6,99.0,171.6,0.196,0.016,84.8,88.3,87.1,1
Sikkim,27.71,3095.4,3,1.34,0.798,44.3,256.4,715.2,99.0,151.2,1.139,0.024,54.4,98.7,83.2,1
Sikkim,47.06,2179.9,1,1.19,0.533,72.3,124.5,237.7,99.0,161.2,0.225,0.003,61.8,73.0,69.1,1
Nagaland,30.19,2173.4,2,1.23,0.659,75.9,20.1,45.4,50.7,86.2,0.061,0.01,69.4,20.8,37.8,0
Arunachal Pradesh,48.78,1731.1,2,3.06,0.686,9.6,127.9,289.9,99.0,134.6,0.012,0.021,72.1,74.0,73.3,1
Arunachal Pradesh,42.18,1995.3,3,3.94,0.825,49.6,18.0,29.7,22.8,32.2,0.103,0.053,60.1,16.2,31.6,0
Arunachal Pradesh,27.6,3151.0,1,0.59,0.738,48.1,176.0,478.2,99.0,121.2,0.09,0.006,41.4,79.4,66.1,1
Arunachal Pradesh,50.11,3379.3,3,9.91,0.549,43.9,76.8,164.3,75.9,126.6,0.032,0.001,59.5,52.7,55.1,0
Manipur,15.43,162.7,3,4.35,0.793,30.1,82.5,160.6,72.5,90.1,0.103,0.023,42.5,46.8,45.3,0
Mizoram,29.86,1624.5,3,4.09,0.525,47.6,10.3,16.3,22.0,31.9,0.045,0.011,55.7,10.2,26.1,0
Meghalaya,43.85,1513.6,1,19.64,0.655,51.7,254.7,557.2,99.0,167.4,0.212,0.049,39.5,90.0,72.3,1
Arunachal Pradesh,39.23,2640.6,2,4.45,0.743,60.0,4.9,13.1,22.5,28.3,0.068,0.005,74.5,11.4,33.5,0
Meghalaya,29.56,1269.8,1,11.9,0.419,37.7,20.4,43.2,28.4,50.9,0.004,0.002,33.1,15.3,21.5,0
Meghalaya,31.48,2166.4,2,1.52,0.604,94.5,166.9,262.4,95.2,146.5,0.743,0.023,75.9,87.0,83.1,1
Arunachal Pradesh,34.87,3087.0,3,1.24,0.82,33.9,73.5,131.5,55.7,71.0,0.035,0.057,57.9,40.5,46.6,0
Meghalaya,37.65,1986.2,1,3.27,0.766,89.5,204.9,570.2,99.0,119.6,0.417,0.016,48.2,92.1,76.7,0
Sikkim,35.12,1701.2,2,3.2,0.78,80.1,183.8,360.7,99.0,138.8,0.924,0.013,69.3,92.4,84.3,1
Mizoram,31.71,1514.5,1,1.16,0.601,46.5,38.3,106.5,58.8,78.3,0.172,0.005,45.3,37.6,40.3,0
Mizoram,36.05,1664.8,3,5.41,0.778,49.6,200.7,434.2,99.0,146.3,0.088,0.002,54.5,89.1,77.0,1
Arunachal Pradesh,41.91,3239.9,1,0.14,0.523,87.0,28.3,67.8,39.8,58.9,0.033,0.036,58.1,22.1,34.7,0
Sikkim,32.17,3413.4,1,5.28,0.696,49.3,36.9,63.0,38.8,50.1,0.208,0.008,38.1,25.6,30.0,0
Mizoram,37.74,1100.8,2,2.75,0.602,67.9,0.8,2.3,20.6,32.9,0.048,0.003,74.5,6.8,30.5,0
Meghalaya,28.38,1385.8,3,5.26,0.437,80.9,135.8,191.8,74.3,107.6,0.039,0.01,60.2,58.7,59.3,1
Manipur,13.86,557.7,1,2.92,0.687,90.8,133.9,348.0,99.0,156.4,0.715,0.031,39.1,83.3,67.8,0
Mizoram,19.74,840.8,1,17.04,0.741,21.8,58.5,138.3,71.3,122.5,0.04,0.012,17.5,46.8,36.5,0
Arunachal Pradesh,36.49,3133.8,1,1.83,0.675,97.5,12.8,29.8,19.1,24.9,0.011,0.009,53.4,6.0,22.6,0
Arunachal Pradesh,24.57,3840.7,3,18.22,0.762,96.5,139.3,256.5,99.0,144.5,0.994,0.006,44.8,81.7,68.8,1
Mizoram,26.27,1845.4,2,0.3,0.628,29.7,27.7,46.0,41.5,70.7,0.038,0.013,65.4,25.0,39.1,0
Arunachal Pradesh,37.86,1853.5,3,5.18,0.624,61.4,162.4,369.2,99.0,161.7,0.925,0.018,58.0,87.6,77.3,1
Mizoram,40.1,1774.7,2,2.72,0.787,4.7,79.8,213.9,96.7,133.8,0.97,0.002,67.1,59.0,61.8,1
Assam,18.32,158.5,1,7.77,0.746,16.8,82.3,144.0,45.5,75.2,0.051,0.014,25.9,36.1,32.5,0
Meghalaya,22.18,1955.4,2,7.01,0.764,58.4,3.0,7.5,32.8,46.8,0.138,0.002,58.0,15.4,30.3,0
Sikkim,37.08,3509.8,1,7.25,0.751,65.0,99.7,151.9,63.7,113.5,0.075,0.008,36.2,52.8,47.0,0
Mizoram,39.78,1667.2,2,0.45,0.784,53.5,14.9,25.9,36.1,48.9,0.036,0.014,78.0,12.3,35.3,0
Meghalaya,29.88,1900.1,2,7.78,0.473,70.5,32.7,48.3,39.0,51.0,0.025,0.012,65.6,22.0,37.3,0
Meghalaya,41.42,1447.4,2,1.08,0.793,79.3,30.2,58.4,44.5,76.9,0.051,0.001,80.6,26.0,45.1,1
Assam,19.87,516.4,1,0.12,0.639,16.8,48.1,114.2,44.5,66.7,0.213,0.007,31.8,32.9,32.5,0
Sikkim,44.01,3619.7,1,1.11,0.661,66.0,12.8,26.8,52.9,87.1,0.052,0.009,56.4,16.3,30.4,0
Assam,21.31,261.8,3,2.94,0.829,56.3,11.3,24.3,36.4,64.5,0.011,0.013,50.5,16.1,28.1,0
Manipur,27.73,521.0,3,6.1,0.793,11.8,57.8,127.5,71.3,93.9,0.011,0.029,48.3,41.5,43.9,0
Arunachal Pradesh,56.22,3741.1,1,1.11,0.542,22.9,168.2,288.1,99.0,124.7,0.515,0.001,57.8,82.2,73.6,1
Arunachal Pradesh,34.01,1633.0,1,0.54,0.588,42.0,248.8,464.4,99.0,131.7,0.045,0.015,46.8,90.4,75.1,0
Arunachal Pradesh,39.35,2032.7,3,4.67,0.624,86.4,70.7,143.9,68.8,87.3,0.115,0.027,64.4,49.8,54.9,1
Arunachal Pradesh,47.83,2356.6,3,18.58,0.635,21.7,3.1,6.9,30.6,54.4,0.018,0.008,54.2,7.9,24.1,0
Arunachal Pradesh,40.16,1639.6,3,4.13,0.467,18.3,12.2,31.6,28.2,45.9,0.003,0.009,62.5,14.5,31.3,0
Mizoram,19.45,1022.0,2,5.29,0.664,72.1,52.6,107.8,47.0,74.8,0.059,0.016,56.0,32.3,40.6,0
Arunachal Pradesh,35.55,2130.2,2,3.71,0.496,97.6,109.6,271.4,99.0,175.3,1.096,0.08,73.9,77.7,76.4,1
Sikkim,40.08,2724.1,1,6.86,0.727,44.7,22.5,35.2,27.4,48.9,0.001,0.001,40.7,13.7,23.2,0
Manipur,29.57,502.6,2,16.75,0.552,35.0,138.3,218.7,85.6,149.6,0.98,0.014,49.5,73.9,65.4,1
Arunachal Pradesh,38.88,3632.6,1,3.53,0.64,25.4,4.1,7.3,5.0,8.0,0.0,0.009,39.0,5.9,17.5,0
Nagaland,25.84,1018.9,1,2.43,0.596,5.0,88.9,164.0,78.6,117.8,0.036,0.024,39.1,53.0,48.1,0
Sikkim,40.29,2680.0,1,8.86,0.574,17.8,2.3,5.3,20.7,25.4,0.06,0.001,39.4,5.9,17.6,0
Arunachal Pradesh,50.49,3068.0,2,15.74,0.734,9.3,18.6,31.7,35.3,61.0,0.012,0.009,70.7,19.2,37.2,0
Mizoram,27.64,1343.4,2,0.62,0.675,49.4,36.5,58.3,39.1,49.2,0.045,0.0,74.4,22.5,40.6,0
Mizoram,28.47,1605.7,2,3.88,0.749,97.8,19.8,45.7,43.7,54.7,0.028,0.014,64.5,18.1,34.3,0
Manipur,16.35,481.1,3,7.08,0.778,78.7,141.8,396.4,99.0,157.8,0.164,0.002,44.1,84.1,70.1,1
Nagaland,22.97,1728.1,3,3.43,0.606,60.2,31.6,88.1,56.9,96.6,0.035,0.037,46.8,27.9,34.5,0
Nagaland,32.41,1993.6,2,2.37,0.715,48.7,59.6,160.3,78.1,125.9,0.022,0.04,66.3,50.2,55.8,1
Sikkim,37.49,4133.9,3,4.79,0.581,61.7,54.5,81.0,49.1,69.6,0.037,0.028,62.1,38.0,46.5,0
Arunachal Pradesh,23.54,2399.8,2,1.42,0.829,37.6,81.1,200.3,79.5,134.9,0.014,0.002,63.9,51.9,56.1,1
Nagaland,26.33,1648.4,1,1.93,0.707,17.8,89.8,173.9,87.7,105.5,0.909,0.006,37.1,60.0,52.0,0
Nagaland,33.31,925.5,3,21.89,0.374,59.0,28.3,72.1,35.7,46.3,0.037,0.0,51.7,20.4,31.4,0
Tripura,24.09,630.8,1,4.55,0.39,52.8,89.5,131.3,57.3,86.1,0.062,0.028,39.1,52.9,48.1,0
Sikkim,46.18,2714.8,2,9.28,0.634,94.5,47.7,122.6,53.6,92.5,0.01,0.039,73.4,35.3,48.6,0
Sikkim,44.52,3075.0,2,7.42,0.51,65.0,201.6,457.2,99.0,125.0,1.418,0.016,73.6,93.2,86.3,1
Nagaland,31.99,1553.7,2,4.75,0.511,77.3,123.6,186.9,69.4,104.2,0.005,0.045,69.3,58.3,62.2,1
Sikkim,25.77,1510.0,2,8.27,0.706,9.3,12.7,34.7,30.2,39.9,0.001,0.001,54.4,14.8,28.7,0
Assam,18.65,317.4,1,1.52,0.321,76.1,166.2,435.7,99.0,131.6,0.256,0.016,45.2,82.7,69.6,1
Manipur,5.73,503.6,2,4.56,0.727,98.3,13.9,32.9,22.2,37.8,0.004,0.029,50.0,12.5,25.6,0
Meghalaya,33.35,2172.9,3,4.02,0.664,65.7,30.3,58.1,28.6,37.2,0.099,0.036,57.6,20.9,33.8,0
Nagaland,27.42,986.9,2,4.38,0.371,74.2,30.3,64.0,49.7,61.7,0.168,0.002,63.5,27.3,40.0,0
Nagaland,17.65,867.1,2,0.83,0.498,98.0,12.0,17.3,32.4,40.6,0.06,0.01,68.0,14.3,33.1,0
Arunachal Pradesh,41.18,3553.9,2,1.46,0.744,39.1,141.2,330.4,99.0,139.6,0.731,0.001,77.6,83.6,81.5,1
Manipur,28.73,234.9,3,1.52,0.633,82.4,37.3,102.2,50.4,76.8,0.039,0.019,64.0,26.2,39.4,0
Meghalaya,21.02,1119.3,3,4.15,0.539,40.0,6.2,10.6,18.1,21.9,0.032,0.008,53.8,11.5,26.3,0
Nagaland,35.2,816.1,3,16.18,0.64,42.6,21.6,42.5,20.2,36.3,0.023,0.054,42.7,14.5,24.4,0
Sikkim,34.66,1815.6,1,13.86,0.6,65.8,20.5,53.4,41.8,73.6,0.034,0.007,43.8,19.3,27.8,0
Manipur,15.43,987.3,1,1.16,0.81,25.6,37.2,55.5,29.6,43.7,0.015,0.015,28.5,20.7,23.4,0
